user_id,movie_id,movie_title,rating_pred
6,196,Dead Poets Society (1989),0.6307954
6,234,Jaws (1975),0.6265926
6,144,Die Hard (1988),0.62607825
6,603,Rear Window (1954),0.6169416
7,88,Sleepless in Seattle (1993),0.9205031
7,94,Home Alone (1990),0.86781096
7,708,"Sex, Lies, and Videotape (1989)",0.8587647
7,525,"Big Sleep, The (1946)",0.8562877
7,712,Tin Men (1987),0.85509175
7,95,Aladdin (1992),0.8541133
7,58,Quiz Show (1994),0.8442028
7,735,Philadelphia (1993),0.8415172
7,517,Manhattan (1979),0.8383615
7,732,Dave (1993),0.8289564
8,1,Toy Story (1995),0.56293255
8,98,"Silence of the Lambs, The (1991)",0.48754004
8,121,Independence Day (ID4) (1996),0.48023683
8,100,Fargo (1996),0.44252214
8,168,Monty Python and the Holy Grail (1974),0.42537224
8,173,"Princess Bride, The (1987)",0.4126966
8,204,Back to the Future (1985),0.41099235
8,69,Forrest Gump (1994),0.3809265
8,64,"Shawshank Redemption, The (1994)",0.339287
8,318,Schindler's List (1993),0.3254734
9,100,Fargo (1996),0.22623995
9,258,Contact (1997),0.217334
9,127,"Godfather, The (1972)",0.19027118
9,300,Air Force One (1997),0.18144952
9,181,Return of the Jedi (1983),0.17546307
9,269,"Full Monty, The (1997)",0.1737711
9,288,Scream (1996),0.17002025
9,1,Toy Story (1995),0.1491152
9,275,Sense and Sensibility (1995),0.123436466
9,313,Titanic (1997),0.11998693
10,204,Back to the Future (1985),0.77883804
10,181,Return of the Jedi (1983),0.6819387
10,423,E.T. the Extra-Terrestrial (1982),0.6713882
10,89,Blade Runner (1982),0.66559994
10,97,Dances with Wolves (1990),0.6640247
10,172,"Empire Strikes Back, The (1980)",0.6572511
10,79,"Fugitive, The (1993)",0.6347463
10,173,"Princess Bride, The (1987)",0.6306919
10,419,Mary Poppins (1964),0.61588055
10,210,Indiana Jones and the Last Crusade (1989),0.61084086
11,174,Raiders of the Lost Ark (1981),0.7364647
11,50,Star Wars (1977),0.6668601
11,172,"Empire Strikes Back, The (1980)",0.6328337
11,181,Return of the Jedi (1983),0.6123732
11,210,Indiana Jones and the Last Crusade (1989),0.5826855
11,96,Terminator 2: Judgment Day (1991),0.5566853
11,195,"Terminator, The (1984)",0.5562594
11,202,Groundhog Day (1993),0.52427363
11,89,Blade Runner (1982),0.52101886
11,234,Jaws (1975),0.5127805
12,181,Return of the Jedi (1983),0.5431099
12,56,Pulp Fiction (1994),0.48893142
12,210,Indiana Jones and the Last Crusade (1989),0.45354772
12,173,"Princess Bride, The (1987)",0.4103472
12,1,Toy Story (1995),0.38992095
12,79,"Fugitive, The (1993)",0.36990595
12,100,Fargo (1996),0.34302196
12,194,"Sting, The (1973)",0.33651325
12,183,Alien (1979),0.33209857
12,423,E.T. the Extra-Terrestrial (1982),0.3169429
13,47,Ed Wood (1994),0.9510384
13,702,Barcelona (1994),0.93912035
13,44,Dolores Claiborne (1994),0.9261724
13,81,"Hudsucker Proxy, The (1994)",0.9220366
13,469,Short Cuts (1993),0.9015542
13,65,What's Eating Gilbert Grape (1993),0.8998866
13,660,Fried Green Tomatoes (1991),0.89625853
13,708,"Sex, Lies, and Videotape (1989)",0.89176285
13,715,To Die For (1995),0.88980657
13,381,Muriel's Wedding (1994),0.8876562
14,1,Toy Story (1995),0.83880705
14,79,"Fugitive, The (1993)",0.6086348
14,117,"Rock, The (1996)",0.55396134
14,69,Forrest Gump (1994),0.5220262
14,183,Alien (1979),0.5061433
14,237,Jerry Maguire (1996),0.4731743
14,405,Mission: Impossible (1996),0.47149283
14,64,"Shawshank Redemption, The (1994)",0.46678504
14,318,Schindler's List (1993),0.44806284
14,294,Liar Liar (1997),0.43528405
15,117,"Rock, The (1996)",0.9462099
15,294,Liar Liar (1997),0.9121162
15,288,Scream (1996),0.8839883
15,100,Fargo (1996),0.85509205
15,276,Leaving Las Vegas (1995),0.8442501
15,293,Donnie Brasco (1997),0.80064905
15,298,Face/Off (1997),0.7831609
15,147,"Long Kiss Goodnight, The (1996)",0.7755245
15,597,Eraser (1996),0.7716148
15,273,Heat (1995),0.7491295
16,50,Star Wars (1977),0.8880525
16,181,Return of the Jedi (1983),0.8346654
16,210,Indiana Jones and the Last Crusade (1989),0.8053663
16,121,Independence Day (ID4) (1996),0.7324162
16,173,"Princess Bride, The (1987)",0.704904
16,97,Dances with Wolves (1990),0.6355139
16,82,Jurassic Park (1993),0.6256791
16,176,Aliens (1986),0.62463903
16,186,"Blues Brothers, The (1980)",0.61707085
16,132,"Wizard of Oz, The (1939)",0.6068379
17,50,Star Wars (1977),0.6241628
17,258,Contact (1997),0.56114453
17,300,Air Force One (1997),0.55888885
17,181,Return of the Jedi (1983),0.53283113
17,288,Scream (1996),0.4949039
17,121,Independence Day (ID4) (1996),0.39758033
17,748,"Saint, The (1997)",0.3766984
17,127,"Godfather, The (1972)",0.32587573
17,257,Men in Black (1997),0.32342428
17,15,Mr. Holland's Opus (1995),0.31816533
18,205,Patton (1970),0.82371944
18,661,High Noon (1952),0.8117167
18,525,"Big Sleep, The (1946)",0.7826751
18,173,"Princess Bride, The (1987)",0.7765466
18,657,"Manchurian Candidate, The (1962)",0.7600878
18,385,True Lies (1994),0.75809026
18,511,Lawrence of Arabia (1962),0.75284106
18,606,All About Eve (1950),0.75116813
18,433,Heathers (1989),0.7454094
18,655,Stand by Me (1986),0.7233282
19,286,"English Patient, The (1996)",0.31463903
19,50,Star Wars (1977),0.22129369
19,300,Air Force One (1997),0.20358
19,100,Fargo (1996),0.20033385
19,269,"Full Monty, The (1997)",0.19273815
19,127,"Godfather, The (1972)",0.17333555
19,181,Return of the Jedi (1983),0.13957007
19,302,L.A. Confidential (1997),0.13638465
19,1,Toy Story (1995),0.12139914
19,275,Sense and Sensibility (1995),0.115462735
20,100,Fargo (1996),0.5422517
20,56,Pulp Fiction (1994),0.501803
20,127,"Godfather, The (1972)",0.49386254
20,222,Star Trek: First Contact (1996),0.46746996
20,117,"Rock, The (1996)",0.46345845
20,79,"Fugitive, The (1993)",0.45921415
20,294,Liar Liar (1997),0.42305833
20,237,Jerry Maguire (1996),0.40034515
20,257,Men in Black (1997),0.38287082
20,168,Monty Python and the Holy Grail (1974),0.37765327
21,268,Chasing Amy (1997),0.50018406
21,333,"Game, The (1997)",0.49890354
21,302,L.A. Confidential (1997),0.49086145
21,313,Titanic (1997),0.4858914
21,307,"Devil's Advocate, The (1997)",0.4358208
21,475,Trainspotting (1996),0.40658182
21,305,"Ice Storm, The (1997)",0.40345502
21,347,Wag the Dog (1997),0.3985545
21,285,Secrets & Lies (1996),0.391808
21,1011,2 Days in the Valley (1996),0.38644454
22,56,Pulp Fiction (1994),0.83985126
22,183,Alien (1979),0.8187978
22,69,Forrest Gump (1994),0.8179868
22,98,"Silence of the Lambs, The (1991)",0.8075444
22,423,E.T. the Extra-Terrestrial (1982),0.7983981
22,82,Jurassic Park (1993),0.7418665
22,1,Toy Story (1995),0.72649693
22,22,Braveheart (1995),0.7080271
22,496,It's a Wonderful Life (1946),0.6924672
22,132,"Wizard of Oz, The (1939)",0.6358964
23,210,Indiana Jones and the Last Crusade (1989),0.8645521
23,69,Forrest Gump (1994),0.83796835
23,168,Monty Python and the Holy Grail (1974),0.8089068
23,22,Braveheart (1995),0.70687205
23,121,Independence Day (ID4) (1996),0.6988058
23,97,Dances with Wolves (1990),0.6975542
23,186,"Blues Brothers, The (1980)",0.695781
23,496,It's a Wonderful Life (1946),0.6945388
23,135,2001: A Space Odyssey (1968),0.6937643
23,393,Mrs. Doubtfire (1993),0.6319483
24,50,Star Wars (1977),0.8882136
24,181,Return of the Jedi (1983),0.81939965
24,1,Toy Story (1995),0.7821628
24,121,Independence Day (ID4) (1996),0.70597464
24,174,Raiders of the Lost Ark (1981),0.6061753
24,405,Mission: Impossible (1996),0.5090184
24,222,Star Trek: First Contact (1996),0.5040457
24,210,Indiana Jones and the Last Crusade (1989),0.48582354
24,172,"Empire Strikes Back, The (1980)",0.4845093
24,257,Men in Black (1997),0.44497073
25,210,Indiana Jones and the Last Crusade (1989),0.7440273
25,172,"Empire Strikes Back, The (1980)",0.7040611
25,56,Pulp Fiction (1994),0.7038201
25,168,Monty Python and the Holy Grail (1974),0.67342913
25,69,Forrest Gump (1994),0.62072074
25,423,E.T. the Extra-Terrestrial (1982),0.5666009
25,194,"Sting, The (1973)",0.5345391
25,496,It's a Wonderful Life (1946),0.5050504
25,132,"Wizard of Oz, The (1939)",0.49306154
25,483,Casablanca (1942),0.4882884
26,147,"Long Kiss Goodnight, The (1996)",0.9398635
26,273,Heat (1995),0.89805406
26,1047,Multiplicity (1996),0.88480455
26,245,"Devil's Own, The (1997)",0.79745245
26,866,Michael (1996),0.7755197
26,123,"Frighteners, The (1996)",0.7645803
26,763,Happy Gilmore (1996),0.74833214
26,295,Breakdown (1997),0.71635234
26,619,Extreme Measures (1996),0.7126494
26,1028,Grumpier Old Men (1995),0.69492215
27,294,Liar Liar (1997),0.36939788
27,1,Toy Story (1995),0.3521789
27,181,Return of the Jedi (1983),0.33810034
27,258,Contact (1997),0.32545376
27,300,Air Force One (1997),0.29750946
27,127,"Godfather, The (1972)",0.2882226
27,7,Twelve Monkeys (1995),0.24737267
27,237,Jerry Maguire (1996),0.244097
27,276,Leaving Las Vegas (1995),0.22966652
27,222,Star Trek: First Contact (1996),0.2165537
28,181,Return of the Jedi (1983),0.640288
28,210,Indiana Jones and the Last Crusade (1989),0.5695237
28,172,"Empire Strikes Back, The (1980)",0.552296
28,168,Monty Python and the Holy Grail (1974),0.51767963
28,204,Back to the Future (1985),0.50435305
28,1,Toy Story (1995),0.49400023
28,69,Forrest Gump (1994),0.4593625
28,183,Alien (1979),0.44804066
28,121,Independence Day (ID4) (1996),0.44529575
28,127,"Godfather, The (1972)",0.40797353
29,288,Scream (1996),0.50107193
29,258,Contact (1997),0.48288873
29,313,Titanic (1997),0.3444778
29,328,Conspiracy Theory (1997),0.34180725
29,323,Dante's Peak (1997),0.29236713
29,301,In & Out (1997),0.2911329
29,289,Evita (1996),0.28602898
29,340,Boogie Nights (1997),0.2570385
29,333,"Game, The (1997)",0.247738
29,327,Cop Land (1997),0.23703864
30,1,Toy Story (1995),0.5824691
30,100,Fargo (1996),0.5202019
30,121,Independence Day (ID4) (1996),0.43447357
30,300,Air Force One (1997),0.42299446
30,127,"Godfather, The (1972)",0.38948938
30,237,Jerry Maguire (1996),0.38357577
30,288,Scream (1996),0.37562895
30,117,"Rock, The (1996)",0.36092257
30,276,Leaving Las Vegas (1995),0.34455207
30,222,Star Trek: First Contact (1996),0.3371126
31,286,"English Patient, The (1996)",0.36932677
31,269,"Full Monty, The (1997)",0.27443984
31,258,Contact (1997),0.23286362
31,288,Scream (1996),0.22067311
31,313,Titanic (1997),0.21324955
31,300,Air Force One (1997),0.1958778
31,294,Liar Liar (1997),0.19572273
31,100,Fargo (1996),0.18541116
31,285,Secrets & Lies (1996),0.18111928
31,513,"Third Man, The (1949)",0.1767529
32,1,Toy Story (1995),0.8080295
32,121,Independence Day (ID4) (1996),0.7398896
32,237,Jerry Maguire (1996),0.6331432
32,300,Air Force One (1997),0.6011856
32,258,Contact (1997),0.5948795
32,15,Mr. Holland's Opus (1995),0.54857
32,748,"Saint, The (1997)",0.48169613
32,127,"Godfather, The (1972)",0.47740024
32,25,"Birdcage, The (1996)",0.46154773
32,282,"Time to Kill, A (1996)",0.45859948
33,286,"English Patient, The (1996)",0.6081248
33,302,L.A. Confidential (1997),0.4565636
33,269,"Full Monty, The (1997)",0.45351097
33,301,In & Out (1997),0.38187158
33,748,"Saint, The (1997)",0.37909123
33,289,Evita (1996),0.3511291
33,690,Seven Years in Tibet (1997),0.33351654
33,340,Boogie Nights (1997),0.32223797
33,268,Chasing Amy (1997),0.31921807
33,326,G.I. Jane (1997),0.31868887
34,302,L.A. Confidential (1997),0.43772376
34,269,"Full Monty, The (1997)",0.43456575
34,300,Air Force One (1997),0.43351248
34,258,Contact (1997),0.40221187
34,313,Titanic (1997),0.37678415
34,301,In & Out (1997),0.3337637
34,268,Chasing Amy (1997),0.30475053
34,328,Conspiracy Theory (1997),0.30173683
34,272,Good Will Hunting (1997),0.28564885
34,340,Boogie Nights (1997),0.278324
35,286,"English Patient, The (1996)",0.64132077
35,288,Scream (1996),0.6002992
35,302,L.A. Confidential (1997),0.49663076
35,269,"Full Monty, The (1997)",0.48721993
35,294,Liar Liar (1997),0.44427845
35,313,Titanic (1997),0.4371809
35,301,In & Out (1997),0.40381685
35,307,"Devil's Advocate, The (1997)",0.33338013
35,289,Evita (1996),0.33251053
35,690,Seven Years in Tibet (1997),0.33172387
36,286,"English Patient, The (1996)",0.5301444
36,302,L.A. Confidential (1997),0.4003885
36,300,Air Force One (1997),0.38211116
36,258,Contact (1997),0.36726087
36,313,Titanic (1997),0.35000876
36,294,Liar Liar (1997),0.30185914
36,301,In & Out (1997),0.3016764
36,340,Boogie Nights (1997),0.26175192
36,272,Good Will Hunting (1997),0.26114753
36,328,Conspiracy Theory (1997),0.2577103
37,181,Return of the Jedi (1983),0.7696212
37,1,Toy Story (1995),0.68431956
37,98,"Silence of the Lambs, The (1991)",0.5545674
37,100,Fargo (1996),0.5013988
37,204,Back to the Future (1985),0.46924084
37,168,Monty Python and the Holy Grail (1974),0.46497205
37,69,Forrest Gump (1994),0.44983387
37,173,"Princess Bride, The (1987)",0.44671133
37,294,Liar Liar (1997),0.4007359
37,237,Jerry Maguire (1996),0.39801633
38,174,Raiders of the Lost Ark (1981),0.61836827
38,56,Pulp Fiction (1994),0.5467571
38,173,"Princess Bride, The (1987)",0.5205254
38,168,Monty Python and the Holy Grail (1974),0.5198904
38,172,"Empire Strikes Back, The (1980)",0.5142916
38,210,Indiana Jones and the Last Crusade (1989),0.5135201
38,204,Back to the Future (1985),0.5025157
38,98,"Silence of the Lambs, The (1991)",0.5004344
38,50,Star Wars (1977),0.4859902
38,181,Return of the Jedi (1983),0.4610412
39,286,"English Patient, The (1996)",0.5990051
39,328,Conspiracy Theory (1997),0.35050613
39,268,Chasing Amy (1997),0.2866438
39,289,Evita (1996),0.2864256
39,340,Boogie Nights (1997),0.28283483
39,327,Cop Land (1997),0.2782352
39,326,G.I. Jane (1997),0.2710206
39,323,Dante's Peak (1997),0.2703148
39,690,Seven Years in Tibet (1997),0.26067868
39,245,"Devil's Own, The (1997)",0.2443274
40,288,Scream (1996),0.74376774
40,301,In & Out (1997),0.5837793
40,313,Titanic (1997),0.56929237
40,307,"Devil's Advocate, The (1997)",0.5662717
40,690,Seven Years in Tibet (1997),0.52721345
40,327,Cop Land (1997),0.4857167
40,326,G.I. Jane (1997),0.48393652
40,748,"Saint, The (1997)",0.464906
40,289,Evita (1996),0.4540457
40,323,Dante's Peak (1997),0.44554475
41,210,Indiana Jones and the Last Crusade (1989),0.48619747
41,172,"Empire Strikes Back, The (1980)",0.44439763
41,204,Back to the Future (1985),0.42672944
41,79,"Fugitive, The (1993)",0.3689806
41,183,Alien (1979),0.34565657
41,483,Casablanca (1942),0.3374302
41,127,"Godfather, The (1972)",0.33210865
41,64,"Shawshank Redemption, The (1994)",0.31000084
41,132,"Wizard of Oz, The (1939)",0.28321525
41,89,Blade Runner (1982),0.2773639
42,56,Pulp Fiction (1994),0.9262733
42,22,Braveheart (1995),0.86268646
42,144,Die Hard (1988),0.858731
42,117,"Rock, The (1996)",0.8512048
42,393,Mrs. Doubtfire (1993),0.8312288
42,89,Blade Runner (1982),0.79669046
42,186,"Blues Brothers, The (1980)",0.7789192
42,100,Fargo (1996),0.7322943
42,191,Amadeus (1984),0.7311165
42,4,Get Shorty (1995),0.7098612
43,96,Terminator 2: Judgment Day (1991),0.9006538
43,195,"Terminator, The (1984)",0.8945635
43,22,Braveheart (1995),0.8908442
43,183,Alien (1979),0.87173826
43,282,"Time to Kill, A (1996)",0.8535357
43,265,"Hunt for Red October, The (1990)",0.8315499
43,176,Aliens (1986),0.7935745
43,31,Crimson Tide (1995),0.7911649
43,125,Phenomenon (1996),0.78906965
43,228,Star Trek: The Wrath of Khan (1982),0.77546924
44,210,Indiana Jones and the Last Crusade (1989),0.9629396
44,79,"Fugitive, The (1993)",0.9348622
44,117,"Rock, The (1996)",0.86921924
44,265,"Hunt for Red October, The (1990)",0.85504466
44,568,Speed (1994),0.8190553
44,28,Apollo 13 (1995),0.7911119
44,393,Mrs. Doubtfire (1993),0.76634306
44,186,"Blues Brothers, The (1980)",0.761996
44,234,Jaws (1975),0.7212055
44,127,"Godfather, The (1972)",0.71651506
45,117,"Rock, The (1996)",0.8514117
45,294,Liar Liar (1997),0.75395846
45,405,Mission: Impossible (1996),0.73853767
45,222,Star Trek: First Contact (1996),0.64682406
45,300,Air Force One (1997),0.60492295
45,258,Contact (1997),0.6020879
45,546,Broken Arrow (1996),0.56850296
45,471,Courage Under Fire (1996),0.5615777
45,748,"Saint, The (1997)",0.5009271
45,125,Phenomenon (1996),0.4762264
46,258,Contact (1997),0.5725453
46,269,"Full Monty, The (1997)",0.4285074
46,302,L.A. Confidential (1997),0.3987852
46,323,Dante's Peak (1997),0.37417126
46,289,Evita (1996),0.3424287
46,301,In & Out (1997),0.32942244
46,340,Boogie Nights (1997),0.28274575
46,326,G.I. Jane (1997),0.27452102
46,322,Murder at 1600 (1997),0.27186275
46,268,Chasing Amy (1997),0.2545765
47,300,Air Force One (1997),0.60959107
47,328,Conspiracy Theory (1997),0.46201822
47,294,Liar Liar (1997),0.45311478
47,313,Titanic (1997),0.45055383
47,690,Seven Years in Tibet (1997),0.3567406
47,333,"Game, The (1997)",0.351456
47,748,"Saint, The (1997)",0.3492723
47,326,G.I. Jane (1997),0.3427377
47,272,Good Will Hunting (1997),0.34243903
47,245,"Devil's Own, The (1997)",0.3246603
48,168,Monty Python and the Holy Grail (1974),0.40762714
48,173,"Princess Bride, The (1987)",0.39143687
48,204,Back to the Future (1985),0.37212035
48,435,Butch Cassidy and the Sundance Kid (1969),0.33765295
48,135,2001: A Space Odyssey (1968),0.31170306
48,127,"Godfather, The (1972)",0.3097968
48,79,"Fugitive, The (1993)",0.30966613
48,318,Schindler's List (1993),0.3079019
48,69,Forrest Gump (1994),0.3066796
48,100,Fargo (1996),0.2978235
49,405,Mission: Impossible (1996),0.59299284
49,288,Scream (1996),0.5732509
49,237,Jerry Maguire (1996),0.53462946
49,79,"Fugitive, The (1993)",0.5278837
49,127,"Godfather, The (1972)",0.5016556
49,286,"English Patient, The (1996)",0.49321398
49,118,Twister (1996),0.48602113
49,28,Apollo 13 (1995),0.4829578
49,234,Jaws (1975),0.48262516
49,222,Star Trek: First Contact (1996),0.47021157
50,294,Liar Liar (1997),0.38277608
50,258,Contact (1997),0.37867853
50,300,Air Force One (1997),0.36733168
50,269,"Full Monty, The (1997)",0.28859958
50,302,L.A. Confidential (1997),0.27468824
50,313,Titanic (1997),0.265817
50,748,"Saint, The (1997)",0.22696318
50,289,Evita (1996),0.22195134
50,333,"Game, The (1997)",0.21561565
50,127,"Godfather, The (1972)",0.2100718
51,174,Raiders of the Lost Ark (1981),0.30004406
51,56,Pulp Fiction (1994),0.2662011
51,168,Monty Python and the Holy Grail (1974),0.25192866
51,194,"Sting, The (1973)",0.23765782
51,98,"Silence of the Lambs, The (1991)",0.23307046
51,127,"Godfather, The (1972)",0.22685999
51,435,Butch Cassidy and the Sundance Kid (1969),0.21037565
51,427,To Kill a Mockingbird (1962),0.2039181
51,483,Casablanca (1942),0.19863032
51,100,Fargo (1996),0.19525817
52,50,Star Wars (1977),0.5518857
52,1,Toy Story (1995),0.50708383
52,181,Return of the Jedi (1983),0.45751995
52,294,Liar Liar (1997),0.44887787
52,286,"English Patient, The (1996)",0.41428423
52,127,"Godfather, The (1972)",0.40566254
52,276,Leaving Las Vegas (1995),0.38439614
52,300,Air Force One (1997),0.3594043
52,222,Star Trek: First Contact (1996),0.35898018
52,9,Dead Man Walking (1995),0.347679
53,1,Toy Story (1995),0.70443034
53,294,Liar Liar (1997),0.4757923
53,127,"Godfather, The (1972)",0.4286641
53,117,"Rock, The (1996)",0.40608683
53,237,Jerry Maguire (1996),0.39117154
53,222,Star Trek: First Contact (1996),0.38399786
53,300,Air Force One (1997),0.33362463
53,276,Leaving Las Vegas (1995),0.30410793
53,405,Mission: Impossible (1996),0.30351198
53,288,Scream (1996),0.2837119
54,294,Liar Liar (1997),0.9012505
54,300,Air Force One (1997),0.8322421
54,15,Mr. Holland's Opus (1995),0.7728965
54,282,"Time to Kill, A (1996)",0.7599031
54,222,Star Trek: First Contact (1996),0.6642838
54,125,Phenomenon (1996),0.65884465
54,111,"Truth About Cats & Dogs, The (1996)",0.6575705
54,323,Dante's Peak (1997),0.65230495
54,293,Donnie Brasco (1997),0.6207458
54,9,Dead Man Walking (1995),0.5844679
55,1,Toy Story (1995),0.46737015
55,100,Fargo (1996),0.3982089
55,127,"Godfather, The (1972)",0.3487086
55,294,Liar Liar (1997),0.33220032
55,258,Contact (1997),0.28088883
55,222,Star Trek: First Contact (1996),0.2723838
55,237,Jerry Maguire (1996),0.24798675
55,98,"Silence of the Lambs, The (1991)",0.24154943
55,286,"English Patient, The (1996)",0.23514685
55,300,Air Force One (1997),0.23385815
56,496,It's a Wonderful Life (1946),0.8787611
56,132,"Wizard of Oz, The (1939)",0.82872975
56,208,Young Frankenstein (1974),0.8094902
56,566,Clear and Present Danger (1994),0.80925316
56,135,2001: A Space Odyssey (1968),0.8038109
56,4,Get Shorty (1995),0.7732021
56,188,Full Metal Jacket (1987),0.75839627
56,651,Glory (1989),0.7501532
56,679,Conan the Barbarian (1981),0.7467537
56,419,Mary Poppins (1964),0.7298599
57,118,Twister (1996),0.97213656
57,742,Ransom (1996),0.96176594
57,25,"Birdcage, The (1996)",0.9419282
57,276,Leaving Las Vegas (1995),0.93650347
57,147,"Long Kiss Goodnight, The (1996)",0.9266742
57,300,Air Force One (1997),0.8714202
57,685,Executive Decision (1996),0.8691273
57,127,"Godfather, The (1972)",0.866014
57,273,Heat (1995),0.85617113
57,293,Donnie Brasco (1997),0.853882
58,117,"Rock, The (1996)",0.5206693
58,79,"Fugitive, The (1993)",0.5045522
58,258,Contact (1997),0.45571646
58,286,"English Patient, The (1996)",0.4455266
58,96,Terminator 2: Judgment Day (1991),0.4428699
58,423,E.T. the Extra-Terrestrial (1982),0.4374422
58,28,Apollo 13 (1995),0.43612674
58,288,Scream (1996),0.42532775
58,97,Dances with Wolves (1990),0.42037803
58,234,Jaws (1975),0.4063825
59,117,"Rock, The (1996)",0.95507705
59,88,Sleepless in Seattle (1993),0.93080944
59,153,"Fish Called Wanda, A (1988)",0.9006069
59,144,Die Hard (1988),0.8891464
59,239,Sneakers (1992),0.8731042
59,31,Crimson Tide (1995),0.8608403
59,222,Star Trek: First Contact (1996),0.8498466
59,8,Babe (1995),0.845402
59,631,"Crying Game, The (1992)",0.8273022
59,157,Platoon (1986),0.7995588
60,648,"Quiet Man, The (1952)",0.79845315
60,191,Amadeus (1984),0.76342076
60,202,Groundhog Day (1993),0.69610757
60,196,Dead Poets Society (1989),0.67962223
60,663,Being There (1979),0.66679204
60,238,Raising Arizona (1987),0.6630082
60,187,"Godfather: Part II, The (1974)",0.6582754
60,86,"Remains of the Day, The (1993)",0.65730757
60,182,GoodFellas (1990),0.6535937
60,527,Gandhi (1982),0.6319489
61,286,"English Patient, The (1996)",0.61757797
61,288,Scream (1996),0.6006514
61,302,L.A. Confidential (1997),0.44677243
61,313,Titanic (1997),0.41632083
61,289,Evita (1996),0.34323645
61,245,"Devil's Own, The (1997)",0.31888443
61,340,Boogie Nights (1997),0.3091906
61,326,G.I. Jane (1997),0.30251682
61,307,"Devil's Advocate, The (1997)",0.30244398
61,268,Chasing Amy (1997),0.29405203
62,79,"Fugitive, The (1993)",0.9050909
62,11,Seven (Se7en) (1995),0.83916163
62,95,Aladdin (1992),0.8018587
62,385,True Lies (1994),0.80087316
62,161,Top Gun (1986),0.7952707
62,202,Groundhog Day (1993),0.7715786
62,282,"Time to Kill, A (1996)",0.7570415
62,234,Jaws (1975),0.75358707
62,143,"Sound of Music, The (1965)",0.7408177
62,25,"Birdcage, The (1996)",0.7405992
63,117,"Rock, The (1996)",0.94436616
63,7,Twelve Monkeys (1995),0.8355412
63,471,Courage Under Fire (1996),0.81870574
63,293,Donnie Brasco (1997),0.75630856
63,742,Ransom (1996),0.74875206
63,125,Phenomenon (1996),0.747833
63,298,Face/Off (1997),0.7373482
63,147,"Long Kiss Goodnight, The (1996)",0.7370747
63,597,Eraser (1996),0.7272398
63,118,Twister (1996),0.7138014
64,204,Back to the Future (1985),0.9264102
64,117,"Rock, The (1996)",0.8117789
64,393,Mrs. Doubtfire (1993),0.74826235
64,88,Sleepless in Seattle (1993),0.73909914
64,118,Twister (1996),0.67722315
64,357,One Flew Over the Cuckoo's Nest (1975),0.6409903
64,550,Die Hard: With a Vengeance (1995),0.627313
64,483,Casablanca (1942),0.61762476
64,226,Die Hard 2 (1990),0.6157288
64,208,Young Frankenstein (1974),0.6128414
65,174,Raiders of the Lost Ark (1981),0.76379585
65,181,Return of the Jedi (1983),0.6962888
65,172,"Empire Strikes Back, The (1980)",0.6033834
65,204,Back to the Future (1985),0.58411014
65,79,"Fugitive, The (1993)",0.53040296
